LTER_site,local_site,logger,date,yr,mon,doy,met,d1cr_temp,d1cr_flag,qa_temp,qa_flag
NWT,d1,cr21x,1986-12-28,1986,12,362,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1986-12-29,1986,12,363,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1986-12-30,1986,12,364,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1986-12-31,1986,12,365,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-01-01,1987,1,1,airtemp_max,-17.34,NA,-17.34,NA
NWT,d1,cr21x,1987-01-02,1987,1,2,airtemp_max,-12.23,NA,-12.23,NA
NWT,d1,cr21x,1987-01-03,1987,1,3,airtemp_max,-15.73,NA,-15.73,NA
NWT,d1,cr21x,1987-01-04,1987,1,4,airtemp_max,-7.03,NA,-7.03,NA
NWT,d1,cr21x,1987-01-05,1987,1,5,airtemp_max,-7.83,NA,-7.83,NA
NWT,d1,cr21x,1987-01-06,1987,1,6,airtemp_max,-12.32,NA,-12.32,NA
NWT,d1,cr21x,1987-01-07,1987,1,7,airtemp_max,-14.73,NA,-14.73,NA
NWT,d1,cr21x,1987-01-08,1987,1,8,airtemp_max,-16.66,NA,-16.66,NA
NWT,d1,cr21x,1987-01-09,1987,1,9,airtemp_max,-19.14,NA,-19.14,NA
NWT,d1,cr21x,1987-01-10,1987,1,10,airtemp_max,-15.23,NA,-15.23,NA
NWT,d1,cr21x,1987-01-11,1987,1,11,airtemp_max,-7.1,NA,-7.1,NA
NWT,d1,cr21x,1987-01-12,1987,1,12,airtemp_max,-1.512,NA,-1.512,NA
NWT,d1,cr21x,1987-01-13,1987,1,13,airtemp_max,-0.664,NA,-0.664,NA
NWT,d1,cr21x,1987-01-14,1987,1,14,airtemp_max,-9.63,NA,-9.63,NA
NWT,d1,cr21x,1987-01-15,1987,1,15,airtemp_max,-19.86,NA,-19.86,NA
NWT,d1,cr21x,1987-01-16,1987,1,16,airtemp_max,-23.48,NA,-23.48,NA
NWT,d1,cr21x,1987-01-17,1987,1,17,airtemp_max,-18.74,NA,-18.74,NA
NWT,d1,cr21x,1987-01-18,1987,1,18,airtemp_max,-17.47,NA,-17.47,NA
NWT,d1,cr21x,1987-01-19,1987,1,19,airtemp_max,-18.04,NA,-18.04,NA
NWT,d1,cr21x,1987-01-20,1987,1,20,airtemp_max,-26.3,NA,-26.3,NA
NWT,d1,cr21x,1987-01-21,1987,1,21,airtemp_max,-20.61,NA,-20.61,NA
NWT,d1,cr21x,1987-01-22,1987,1,22,airtemp_max,-21.87,NA,-21.87,NA
NWT,d1,cr21x,1987-01-23,1987,1,23,airtemp_max,-13.39,NA,-13.39,NA
NWT,d1,cr21x,1987-01-24,1987,1,24,airtemp_max,-12.3,NA,-12.3,NA
NWT,d1,cr21x,1987-01-25,1987,1,25,airtemp_max,-11.84,NA,-11.84,NA
NWT,d1,cr21x,1987-01-26,1987,1,26,airtemp_max,-9.53,NA,-9.53,NA
NWT,d1,cr21x,1987-01-27,1987,1,27,airtemp_max,-8.16,NA,-8.16,NA
NWT,d1,cr21x,1987-01-28,1987,1,28,airtemp_max,-4.934,NA,-4.934,NA
NWT,d1,cr21x,1987-01-29,1987,1,29,airtemp_max,-16.44,NA,-16.44,NA
NWT,d1,cr21x,1987-01-30,1987,1,30,airtemp_max,-13,NA,-13,NA
NWT,d1,cr21x,1987-01-31,1987,1,31,airtemp_max,-5.498,NA,-5.498,NA
NWT,d1,cr21x,1987-02-01,1987,2,32,airtemp_max,-10.16,NA,-10.16,NA
NWT,d1,cr21x,1987-02-02,1987,2,33,airtemp_max,-8.73,NA,-8.73,NA
NWT,d1,cr21x,1987-02-03,1987,2,34,airtemp_max,-6.858,NA,-6.858,NA
NWT,d1,cr21x,1987-02-04,1987,2,35,airtemp_max,-8.71,NA,-8.71,NA
NWT,d1,cr21x,1987-02-05,1987,2,36,airtemp_max,-15.1,NA,-15.1,NA
NWT,d1,cr21x,1987-02-06,1987,2,37,airtemp_max,-12.44,NA,-12.44,NA
NWT,d1,cr21x,1987-02-07,1987,2,38,airtemp_max,-4.15,NA,-4.15,NA
NWT,d1,cr21x,1987-02-08,1987,2,39,airtemp_max,-4.327,NA,-4.327,NA
NWT,d1,cr21x,1987-02-09,1987,2,40,airtemp_max,-4.198,NA,-4.198,NA
NWT,d1,cr21x,1987-02-10,1987,2,41,airtemp_max,-8.1,NA,-8.1,NA
NWT,d1,cr21x,1987-02-11,1987,2,42,airtemp_max,-7.89,NA,-7.89,NA
NWT,d1,cr21x,1987-02-12,1987,2,43,airtemp_max,-9.19,NA,-9.19,NA
NWT,d1,cr21x,1987-02-13,1987,2,44,airtemp_max,-7.66,NA,-7.66,NA
NWT,d1,cr21x,1987-02-14,1987,2,45,airtemp_max,-7.66,NA,-7.66,NA
NWT,d1,cr21x,1987-02-15,1987,2,46,airtemp_max,-12.88,NA,-12.88,NA
NWT,d1,cr21x,1987-02-16,1987,2,47,airtemp_max,-14.37,NA,-11.13,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-17,1987,2,48,airtemp_max,-11.13,NA,-10.4,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-18,1987,2,49,airtemp_max,-10.4,NA,-13.27,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-19,1987,2,50,airtemp_max,-13.27,NA,-14.08,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-20,1987,2,51,airtemp_max,-14.08,NA,-8.07,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-21,1987,2,52,airtemp_max,-8.07,NA,-7.13,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-22,1987,2,53,airtemp_max,-7.13,NA,-11.35,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-23,1987,2,54,airtemp_max,-11.35,NA,-8.96,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-24,1987,2,55,airtemp_max,-8.96,NA,-8.98,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-25,1987,2,56,airtemp_max,-8.98,NA,-7.49,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-26,1987,2,57,airtemp_max,-7.49,NA,-11.13,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-27,1987,2,58,airtemp_max,-11.13,NA,-15.31,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-02-28,1987,2,59,airtemp_max,-15.31,NA,-11.28,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-01,1987,3,60,airtemp_max,-11.28,NA,-8.71,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-02,1987,3,61,airtemp_max,-8.71,NA,-1.831,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-03,1987,3,62,airtemp_max,-1.831,NA,-2.097,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-04,1987,3,63,airtemp_max,-2.097,NA,0.841,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-05,1987,3,64,airtemp_max,0.841,NA,7.54,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-06,1987,3,65,airtemp_max,7.54,NA,9.34,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-07,1987,3,66,airtemp_max,9.34,NA,5.111,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-08,1987,3,67,airtemp_max,5.111,NA,-4.555,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-09,1987,3,68,airtemp_max,-4.555,NA,-5.227,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-10,1987,3,69,airtemp_max,-5.227,NA,-6.271,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-11,1987,3,70,airtemp_max,-6.271,NA,-7.06,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-12,1987,3,71,airtemp_max,-7.06,NA,-2.432,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-13,1987,3,72,airtemp_max,-2.432,NA,1.501,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-14,1987,3,73,airtemp_max,1.501,NA,-7.86,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-15,1987,3,74,airtemp_max,-7.86,NA,-6.195,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-16,1987,3,75,airtemp_max,-6.195,NA,-5.862,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-17,1987,3,76,airtemp_max,-5.862,NA,-10.62,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-18,1987,3,77,airtemp_max,-10.62,NA,-7.37,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-19,1987,3,78,airtemp_max,-7.37,NA,-0.311,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-20,1987,3,79,airtemp_max,-0.311,NA,-8.27,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-21,1987,3,80,airtemp_max,-8.27,NA,-11.32,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-22,1987,3,81,airtemp_max,-11.32,NA,-4.668,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-23,1987,3,82,airtemp_max,-4.668,NA,-11.14,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-24,1987,3,83,airtemp_max,-11.14,NA,-12.19,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-25,1987,3,84,airtemp_max,-12.19,NA,-5.283,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-26,1987,3,85,airtemp_max,-5.283,NA,-8.9,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-27,1987,3,86,airtemp_max,-8.9,NA,-12.94,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-28,1987,3,87,airtemp_max,-12.94,NA,-13.62,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-29,1987,3,88,airtemp_max,-13.62,NA,-13.91,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-30,1987,3,89,airtemp_max,-13.91,NA,-10.95,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-03-31,1987,3,90,airtemp_max,-10.95,NA,-5.001,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-01,1987,4,91,airtemp_max,-5.001,NA,-2.467,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-02,1987,4,92,airtemp_max,-2.467,NA,-8.01,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-03,1987,4,93,airtemp_max,-8.01,NA,1.689,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-04,1987,4,94,airtemp_max,1.689,NA,-3.352,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-05,1987,4,95,airtemp_max,-3.352,NA,-6.577,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-06,1987,4,96,airtemp_max,-6.577,NA,-4.389,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-07,1987,4,97,airtemp_max,-4.389,NA,-0.998,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-08,1987,4,98,airtemp_max,-0.998,NA,0.238,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-09,1987,4,99,airtemp_max,0.238,NA,-6.661,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-10,1987,4,100,airtemp_max,-6.661,NA,-4.048,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-11,1987,4,101,airtemp_max,-4.048,NA,-2.146,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-12,1987,4,102,airtemp_max,-2.146,NA,0.947,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-13,1987,4,103,airtemp_max,0.947,NA,-8.68,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-14,1987,4,104,airtemp_max,-8.68,NA,-1.683,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-15,1987,4,105,airtemp_max,-1.683,NA,3.12,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-16,1987,4,106,airtemp_max,3.12,NA,4.443,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-17,1987,4,107,airtemp_max,4.443,NA,8.08,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-18,1987,4,108,airtemp_max,8.08,NA,10.04,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-19,1987,4,109,airtemp_max,10.04,NA,5.695,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-20,1987,4,110,airtemp_max,5.695,NA,-6.461,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-21,1987,4,111,airtemp_max,-6.461,NA,-1.534,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-22,1987,4,112,airtemp_max,-1.534,NA,6.935,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-23,1987,4,113,airtemp_max,6.935,NA,9.83,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-24,1987,4,114,airtemp_max,9.83,NA,9.12,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-25,1987,4,115,airtemp_max,9.12,NA,10.08,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-26,1987,4,116,airtemp_max,10.08,NA,7.28,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-27,1987,4,117,airtemp_max,7.28,NA,4.214,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-28,1987,4,118,airtemp_max,4.214,NA,7.21,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-29,1987,4,119,airtemp_max,7.21,NA,6.437,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-04-30,1987,4,120,airtemp_max,6.437,NA,8.78,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-01,1987,5,121,airtemp_max,8.78,NA,5.634,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-02,1987,5,122,airtemp_max,5.634,NA,0.758,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-03,1987,5,123,airtemp_max,0.758,NA,NA,high value (sensor break)
NWT,d1,cr21x,1987-05-04,1987,5,124,airtemp_max,16.36,NA,NA,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-05,1987,5,125,airtemp_max,NA,NA,NA,high value (sensor break)
NWT,d1,cr21x,1987-05-06,1987,5,126,airtemp_max,7.61,NA,2.938,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-07,1987,5,127,airtemp_max,2.938,NA,7.04,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-08,1987,5,128,airtemp_max,7.04,NA,8.16,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-09,1987,5,129,airtemp_max,8.16,NA,7.98,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-10,1987,5,130,airtemp_max,7.98,NA,10.09,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-11,1987,5,131,airtemp_max,10.09,NA,NA,temp shifted backward 1 day (corrected)
NWT,d1,cr21x,1987-05-12,1987,5,132,airtemp_max,8.17,NA,8.17,NA
NWT,d1,cr21x,1987-05-13,1987,5,133,airtemp_max,10.21,NA,10.21,NA
NWT,d1,cr21x,1987-05-14,1987,5,134,airtemp_max,6.869,NA,6.869,NA
NWT,d1,cr21x,1987-05-15,1987,5,135,airtemp_max,11.84,NA,11.84,NA
NWT,d1,cr21x,1987-05-16,1987,5,136,airtemp_max,10.63,NA,10.63,NA
NWT,d1,cr21x,1987-05-17,1987,5,137,airtemp_max,5.761,NA,5.761,NA
NWT,d1,cr21x,1987-05-18,1987,5,138,airtemp_max,7.41,NA,7.41,NA
NWT,d1,cr21x,1987-05-19,1987,5,139,airtemp_max,6.211,NA,6.211,NA
NWT,d1,cr21x,1987-05-20,1987,5,140,airtemp_max,10.15,NA,10.15,NA
NWT,d1,cr21x,1987-05-21,1987,5,141,airtemp_max,0.725,NA,0.725,NA
NWT,d1,cr21x,1987-05-22,1987,5,142,airtemp_max,3.59,NA,3.59,NA
NWT,d1,cr21x,1987-05-23,1987,5,143,airtemp_max,6.689,NA,6.689,NA
NWT,d1,cr21x,1987-05-24,1987,5,144,airtemp_max,2.422,NA,2.422,NA
NWT,d1,cr21x,1987-05-25,1987,5,145,airtemp_max,4.8,NA,4.8,NA
NWT,d1,cr21x,1987-05-26,1987,5,146,airtemp_max,2.934,NA,2.934,NA
NWT,d1,cr21x,1987-05-27,1987,5,147,airtemp_max,-0.353,NA,-0.353,NA
NWT,d1,cr21x,1987-05-28,1987,5,148,airtemp_max,3.377,NA,3.377,NA
NWT,d1,cr21x,1987-05-29,1987,5,149,airtemp_max,2.616,NA,2.616,NA
NWT,d1,cr21x,1987-05-30,1987,5,150,airtemp_max,5.509,NA,5.509,NA
NWT,d1,cr21x,1987-05-31,1987,5,151,airtemp_max,8.68,NA,8.68,NA
NWT,d1,cr21x,1987-06-01,1987,6,152,airtemp_max,7.87,NA,7.87,NA
NWT,d1,cr21x,1987-06-02,1987,6,153,airtemp_max,5.881,NA,5.881,NA
NWT,d1,cr21x,1987-06-03,1987,6,154,airtemp_max,8.56,NA,8.56,NA
NWT,d1,cr21x,1987-06-04,1987,6,155,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-05,1987,6,156,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-06,1987,6,157,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-07,1987,6,158,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-08,1987,6,159,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-09,1987,6,160,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-10,1987,6,161,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-11,1987,6,162,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-12,1987,6,163,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-13,1987,6,164,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-14,1987,6,165,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-15,1987,6,166,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-16,1987,6,167,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-17,1987,6,168,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-18,1987,6,169,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-19,1987,6,170,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-20,1987,6,171,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-21,1987,6,172,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-22,1987,6,173,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-23,1987,6,174,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-24,1987,6,175,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-25,1987,6,176,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-26,1987,6,177,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-27,1987,6,178,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-28,1987,6,179,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-29,1987,6,180,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-06-30,1987,6,181,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-01,1987,7,182,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-02,1987,7,183,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-03,1987,7,184,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-04,1987,7,185,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-05,1987,7,186,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-06,1987,7,187,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-07,1987,7,188,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-08,1987,7,189,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-09,1987,7,190,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1987-07-10,1987,7,191,airtemp_max,NA,NA,NA,NA
