LTER_site,local_site,date,yr,mon,doy,met,d1_temp,d1_flag,qa_temp,qa_flag
NWT,d1,1952-04-22,1952,4,113,airtemp_max,-1.419531511,D,NA,NA
NWT,d1,1952-04-23,1952,4,114,airtemp_max,0.25876284,D,NA,NA
NWT,d1,1952-04-24,1952,4,115,airtemp_max,1.122568943,D,NA,NA
NWT,d1,1952-04-25,1952,4,116,airtemp_max,3.218066858,D,NA,NA
NWT,d1,1952-04-26,1952,4,117,airtemp_max,3.0287771,D,NA,NA
NWT,d1,1952-04-27,1952,4,118,airtemp_max,3.905786208,D,NA,NA
NWT,d1,1952-04-28,1952,4,119,airtemp_max,2.092602422,D,NA,NA
NWT,d1,1952-04-29,1952,4,120,airtemp_max,1.253122123,D,NA,NA
NWT,d1,1952-04-30,1952,4,121,airtemp_max,2.395823164,D,NA,NA
NWT,d1,1952-05-01,1952,5,122,airtemp_max,5.922066672,D,NA,NA
NWT,d1,1952-05-02,1952,5,123,airtemp_max,6.764050954,D,NA,NA
NWT,d1,1952-05-03,1952,5,124,airtemp_max,9.247750946,D,NA,NA
NWT,d1,1952-05-04,1952,5,125,airtemp_max,7.004948297,D,NA,NA
NWT,d1,1952-05-05,1952,5,126,airtemp_max,5.487818625,D,NA,NA
NWT,d1,1952-05-06,1952,5,127,airtemp_max,4.583672334,D,NA,NA
NWT,d1,1952-05-07,1952,5,128,airtemp_max,4.48478121,D,NA,NA
NWT,d1,1952-05-08,1952,5,129,airtemp_max,4.363105872,D,NA,NA
NWT,d1,1952-05-09,1952,5,130,airtemp_max,2.416258108,D,NA,NA
NWT,d1,1952-05-10,1952,5,131,airtemp_max,-4.423522883,D,NA,NA
NWT,d1,1952-05-11,1952,5,132,airtemp_max,-0.467813425,D,NA,NA
NWT,d1,1952-05-12,1952,5,133,airtemp_max,3.831473849,D,NA,NA
NWT,d1,1952-05-13,1952,5,134,airtemp_max,4.887623202,D,NA,NA
NWT,d1,1952-05-14,1952,5,135,airtemp_max,4.423750397,D,NA,NA
NWT,d1,1952-05-15,1952,5,136,airtemp_max,5.158253423,D,NA,NA
NWT,d1,1952-05-16,1952,5,137,airtemp_max,3.279606438,D,NA,NA
NWT,d1,1952-05-17,1952,5,138,airtemp_max,-0.336344626,D,NA,NA
NWT,d1,1952-05-18,1952,5,139,airtemp_max,0.065310998,D,NA,NA
NWT,d1,1952-05-19,1952,5,140,airtemp_max,2.360864804,D,NA,NA
NWT,d1,1952-05-20,1952,5,141,airtemp_max,3.503960221,D,NA,NA
NWT,d1,1952-05-21,1952,5,142,airtemp_max,1.933593327,D,NA,NA
NWT,d1,1952-05-22,1952,5,143,airtemp_max,0.95216012,D,NA,NA
NWT,d1,1952-05-23,1952,5,144,airtemp_max,-0.072939581,D,NA,NA
NWT,d1,1952-05-24,1952,5,145,airtemp_max,4.624578393,D,NA,NA
NWT,d1,1952-05-25,1952,5,146,airtemp_max,6.016380707,D,NA,NA
NWT,d1,1952-05-26,1952,5,147,airtemp_max,3.092560596,D,NA,NA
NWT,d1,1952-05-27,1952,5,148,airtemp_max,4.186157627,D,NA,NA
NWT,d1,1952-05-28,1952,5,149,airtemp_max,5.493097119,D,NA,NA
NWT,d1,1952-05-29,1952,5,150,airtemp_max,4.223623476,D,NA,NA
NWT,d1,1952-05-30,1952,5,151,airtemp_max,6.184954565,D,NA,NA
NWT,d1,1952-05-31,1952,5,152,airtemp_max,6.726984412,D,NA,NA
NWT,d1,1952-06-01,1952,6,153,airtemp_max,8.578855913,D,NA,NA
NWT,d1,1952-06-02,1952,6,154,airtemp_max,6.03688345,D,NA,NA
NWT,d1,1952-06-03,1952,6,155,airtemp_max,9.103680601,D,NA,NA
NWT,d1,1952-06-04,1952,6,156,airtemp_max,7.221192347,D,NA,NA
NWT,d1,1952-06-05,1952,6,157,airtemp_max,9.989295508,D,NA,NA
NWT,d1,1952-06-06,1952,6,158,airtemp_max,12.50322328,D,NA,NA
NWT,d1,1952-06-07,1952,6,159,airtemp_max,13.13118554,D,NA,NA
NWT,d1,1952-06-08,1952,6,160,airtemp_max,11.09972885,D,NA,NA
NWT,d1,1952-06-09,1952,6,161,airtemp_max,13.41180335,D,NA,NA
NWT,d1,1952-06-10,1952,6,162,airtemp_max,13.77838473,D,NA,NA
NWT,d1,1952-06-11,1952,6,163,airtemp_max,11.95911528,D,NA,NA
NWT,d1,1952-06-12,1952,6,164,airtemp_max,12.82842115,D,NA,NA
NWT,d1,1952-06-13,1952,6,165,airtemp_max,15.2856229,D,NA,NA
NWT,d1,1952-06-14,1952,6,166,airtemp_max,12.15955774,D,NA,NA
NWT,d1,1952-06-15,1952,6,167,airtemp_max,14.09270189,D,NA,NA
NWT,d1,1952-06-16,1952,6,168,airtemp_max,9.58220877,D,NA,NA
NWT,d1,1952-06-17,1952,6,169,airtemp_max,11.00765669,D,NA,NA
NWT,d1,1952-06-18,1952,6,170,airtemp_max,12.54177264,D,NA,NA
NWT,d1,1952-06-19,1952,6,171,airtemp_max,13.1217585,D,NA,NA
NWT,d1,1952-06-20,1952,6,172,airtemp_max,13.57542036,D,NA,NA
NWT,d1,1952-06-21,1952,6,173,airtemp_max,10.89427107,D,NA,NA
NWT,d1,1952-06-22,1952,6,174,airtemp_max,11.96525155,D,NA,NA
NWT,d1,1952-06-23,1952,6,175,airtemp_max,12.22689038,D,NA,NA
NWT,d1,1952-06-24,1952,6,176,airtemp_max,12.2955295,D,NA,NA
NWT,d1,1952-06-25,1952,6,177,airtemp_max,9.668780093,D,NA,NA
NWT,d1,1952-06-26,1952,6,178,airtemp_max,8.918220649,D,NA,NA
NWT,d1,1952-06-27,1952,6,179,airtemp_max,9.433547381,D,NA,NA
NWT,d1,1952-06-28,1952,6,180,airtemp_max,9.489835179,D,NA,NA
NWT,d1,1952-06-29,1952,6,181,airtemp_max,13.47811693,D,NA,NA
NWT,d1,1952-06-30,1952,6,182,airtemp_max,13.50951208,D,NA,NA
NWT,d1,1952-07-01,1952,7,183,airtemp_max,14.53922496,D,NA,NA
NWT,d1,1952-07-02,1952,7,184,airtemp_max,13.80543336,D,NA,NA
NWT,d1,1952-07-03,1952,7,185,airtemp_max,14.17575407,D,NA,NA
NWT,d1,1952-07-04,1952,7,186,airtemp_max,13.83228409,D,NA,NA
NWT,d1,1952-07-05,1952,7,187,airtemp_max,14.18118079,D,NA,NA
NWT,d1,1952-07-06,1952,7,188,airtemp_max,11.46663133,D,NA,NA
NWT,d1,1952-07-07,1952,7,189,airtemp_max,7.206437294,D,NA,NA
NWT,d1,1952-07-08,1952,7,190,airtemp_max,8.774943826,D,NA,NA
NWT,d1,1952-07-09,1952,7,191,airtemp_max,10.73144421,D,NA,NA
NWT,d1,1952-07-10,1952,7,192,airtemp_max,12.51572987,D,NA,NA
NWT,d1,1952-07-11,1952,7,193,airtemp_max,12.48610974,D,NA,NA
NWT,d1,1952-07-12,1952,7,194,airtemp_max,12.14099343,D,NA,NA
NWT,d1,1952-07-13,1952,7,195,airtemp_max,12.5167085,D,NA,NA
NWT,d1,1952-07-14,1952,7,196,airtemp_max,8.921184236,D,NA,NA
NWT,d1,1952-07-15,1952,7,197,airtemp_max,11.07809413,D,NA,NA
NWT,d1,1952-07-16,1952,7,198,airtemp_max,11.44260169,D,NA,NA
NWT,d1,1952-07-17,1952,7,199,airtemp_max,12.9664217,D,NA,NA
NWT,d1,1952-07-18,1952,7,200,airtemp_max,13.4593825,D,NA,NA
NWT,d1,1952-07-19,1952,7,201,airtemp_max,14.1616229,D,NA,NA
NWT,d1,1952-07-20,1952,7,202,airtemp_max,13.5300611,D,NA,NA
NWT,d1,1952-07-21,1952,7,203,airtemp_max,13.65169576,D,NA,NA
NWT,d1,1952-07-22,1952,7,204,airtemp_max,14.2366175,D,NA,NA
NWT,d1,1952-07-23,1952,7,205,airtemp_max,12.65248694,D,NA,NA
NWT,d1,1952-07-24,1952,7,206,airtemp_max,15.70594502,D,NA,NA
NWT,d1,1952-07-25,1952,7,207,airtemp_max,13.9114403,D,NA,NA
NWT,d1,1952-07-26,1952,7,208,airtemp_max,13.03128086,D,NA,NA
NWT,d1,1952-07-27,1952,7,209,airtemp_max,14.39700775,D,NA,NA
NWT,d1,1952-07-28,1952,7,210,airtemp_max,9.884952678,D,NA,NA
NWT,d1,1952-07-29,1952,7,211,airtemp_max,11.02131609,D,NA,NA
NWT,d1,1952-07-30,1952,7,212,airtemp_max,11.79722838,D,NA,NA
NWT,d1,1952-07-31,1952,7,213,airtemp_max,12.86761335,D,NA,NA
NWT,d1,1952-08-01,1952,8,214,airtemp_max,13.63962774,D,NA,NA
NWT,d1,1952-08-02,1952,8,215,airtemp_max,13.9916706,D,NA,NA
NWT,d1,1952-08-03,1952,8,216,airtemp_max,10.05561786,D,NA,NA
NWT,d1,1952-08-04,1952,8,217,airtemp_max,11.06826773,D,NA,NA
NWT,d1,1952-08-05,1952,8,218,airtemp_max,13.05334232,D,NA,NA
NWT,d1,1952-08-06,1952,8,219,airtemp_max,13.18253452,D,NA,NA
NWT,d1,1952-08-07,1952,8,220,airtemp_max,11.99809157,D,NA,NA
NWT,d1,1952-08-08,1952,8,221,airtemp_max,11.64522081,D,NA,NA
NWT,d1,1952-08-09,1952,8,222,airtemp_max,11.13935637,D,NA,NA
NWT,d1,1952-08-10,1952,8,223,airtemp_max,11.51011784,D,NA,NA
NWT,d1,1952-08-11,1952,8,224,airtemp_max,8.97643329,D,NA,NA
NWT,d1,1952-08-12,1952,8,225,airtemp_max,12.85021385,D,NA,NA
NWT,d1,1952-08-13,1952,8,226,airtemp_max,11.04661553,D,NA,NA
NWT,d1,1952-08-14,1952,8,227,airtemp_max,12.85103691,D,NA,NA
NWT,d1,1952-08-15,1952,8,228,airtemp_max,9.704954376,D,NA,NA
NWT,d1,1952-08-16,1952,8,229,airtemp_max,10.61315046,D,NA,NA
NWT,d1,1952-08-17,1952,8,230,airtemp_max,11.62832846,D,NA,NA
NWT,d1,1952-08-18,1952,8,231,airtemp_max,12.89924262,D,NA,NA
NWT,d1,1952-08-19,1952,8,232,airtemp_max,12.18708112,D,NA,NA
NWT,d1,1952-08-20,1952,8,233,airtemp_max,10.90213831,D,NA,NA
NWT,d1,1952-08-21,1952,8,234,airtemp_max,9.350937895,D,NA,NA
NWT,d1,1952-08-22,1952,8,235,airtemp_max,9.647039919,D,NA,NA
NWT,d1,1952-08-23,1952,8,236,airtemp_max,12.08479907,D,NA,NA
NWT,d1,1952-08-24,1952,8,237,airtemp_max,12.44904387,D,NA,NA
NWT,d1,1952-08-25,1952,8,238,airtemp_max,14.25938212,D,NA,NA
NWT,d1,1952-08-26,1952,8,239,airtemp_max,12.82534399,D,NA,NA
NWT,d1,1952-08-27,1952,8,240,airtemp_max,11.85826718,D,NA,NA
NWT,d1,1952-08-28,1952,8,241,airtemp_max,8.495695499,D,NA,NA
NWT,d1,1952-08-29,1952,8,242,airtemp_max,10.10597499,D,NA,NA
NWT,d1,1952-08-30,1952,8,243,airtemp_max,10.00387312,D,NA,NA
NWT,d1,1952-08-31,1952,8,244,airtemp_max,10.33479889,D,NA,NA
NWT,d1,1952-09-01,1952,9,245,airtemp_max,5.21812004,D,NA,NA
NWT,d1,1952-09-02,1952,9,246,airtemp_max,7.306874476,D,NA,NA
NWT,d1,1952-09-03,1952,9,247,airtemp_max,12.89568735,D,NA,NA
NWT,d1,1952-09-04,1952,9,248,airtemp_max,12.89483573,D,NA,NA
NWT,d1,1952-09-05,1952,9,249,airtemp_max,12.81035689,D,NA,NA
NWT,d1,1952-09-06,1952,9,250,airtemp_max,12.59009071,D,NA,NA
NWT,d1,1952-09-07,1952,9,251,airtemp_max,12.24736363,D,NA,NA
NWT,d1,1952-09-08,1952,9,252,airtemp_max,12.31308754,D,NA,NA
NWT,d1,1952-09-09,1952,9,253,airtemp_max,10.88969881,D,NA,NA
NWT,d1,1952-09-10,1952,9,254,airtemp_max,10.65136423,D,NA,NA
NWT,d1,1952-09-11,1952,9,255,airtemp_max,10.34411264,D,NA,NA
NWT,d1,1952-09-12,1952,9,256,airtemp_max,8.844707886,D,NA,NA
NWT,d1,1952-09-13,1952,9,257,airtemp_max,5.502266355,D,NA,NA
NWT,d1,1952-09-14,1952,9,258,airtemp_max,6.071575741,B,NA,NA
NWT,d1,1952-09-15,1952,9,259,airtemp_max,9.502319868,B,NA,NA
NWT,d1,1952-09-16,1952,9,260,airtemp_max,8.692465904,B,NA,NA
NWT,d1,1952-09-17,1952,9,261,airtemp_max,8.358809272,B,NA,NA
NWT,d1,1952-09-18,1952,9,262,airtemp_max,11.57542386,B,NA,NA
NWT,d1,1952-09-19,1952,9,263,airtemp_max,10.47921449,B,NA,NA
NWT,d1,1952-09-20,1952,9,264,airtemp_max,7.358264043,B,NA,NA
NWT,d1,1952-09-21,1952,9,265,airtemp_max,3.903656959,B,NA,NA
NWT,d1,1952-09-22,1952,9,266,airtemp_max,4.832613341,B,NA,NA
NWT,d1,1952-09-23,1952,9,267,airtemp_max,6.976881506,B,NA,NA
NWT,d1,1952-09-24,1952,9,268,airtemp_max,8.025152639,B,NA,NA
NWT,d1,1952-09-25,1952,9,269,airtemp_max,8.620877056,B,NA,NA
NWT,d1,1952-09-26,1952,9,270,airtemp_max,8.85908189,B,NA,NA
NWT,d1,1952-09-27,1952,9,271,airtemp_max,10.24100965,B,NA,NA
NWT,d1,1952-09-28,1952,9,272,airtemp_max,8.954533689,B,NA,NA
NWT,d1,1952-09-29,1952,9,273,airtemp_max,8.787705369,B,NA,NA
NWT,d1,1952-09-30,1952,9,274,airtemp_max,8.906807785,B,NA,NA
NWT,d1,1952-10-01,1952,10,275,airtemp_max,9,A,NA,NA
NWT,d1,1952-10-02,1952,10,276,airtemp_max,8,A,NA,NA
NWT,d1,1952-10-03,1952,10,277,airtemp_max,9,A,NA,NA
NWT,d1,1952-10-04,1952,10,278,airtemp_max,7,A,NA,NA
NWT,d1,1952-10-05,1952,10,279,airtemp_max,2,A,NA,NA
NWT,d1,1952-10-06,1952,10,280,airtemp_max,-2,A,NA,NA
NWT,d1,1952-10-07,1952,10,281,airtemp_max,8,A,NA,NA
NWT,d1,1952-10-08,1952,10,282,airtemp_max,9,A,NA,NA
NWT,d1,1952-10-09,1952,10,283,airtemp_max,10,A,NA,NA
NWT,d1,1952-10-10,1952,10,284,airtemp_max,8,A,NA,NA
NWT,d1,1952-10-11,1952,10,285,airtemp_max,6,A,NA,NA
NWT,d1,1952-10-12,1952,10,286,airtemp_max,6,A,NA,NA
NWT,d1,1952-10-13,1952,10,287,airtemp_max,4,A,NA,NA
NWT,d1,1952-10-14,1952,10,288,airtemp_max,-2,A,NA,NA
NWT,d1,1952-10-15,1952,10,289,airtemp_max,-2,A,NA,NA
NWT,d1,1952-10-16,1952,10,290,airtemp_max,3,A,NA,NA
NWT,d1,1952-10-17,1952,10,291,airtemp_max,3,A,NA,NA
NWT,d1,1952-10-18,1952,10,292,airtemp_max,9,A,NA,NA
NWT,d1,1952-10-19,1952,10,293,airtemp_max,8,A,NA,NA
NWT,d1,1952-10-20,1952,10,294,airtemp_max,4,A,NA,NA
NWT,d1,1952-10-21,1952,10,295,airtemp_max,2,A,NA,NA
NWT,d1,1952-10-22,1952,10,296,airtemp_max,4,A,NA,NA
NWT,d1,1952-10-23,1952,10,297,airtemp_max,6,A,NA,NA
NWT,d1,1952-10-24,1952,10,298,airtemp_max,6,A,NA,NA
NWT,d1,1952-10-25,1952,10,299,airtemp_max,6,A,NA,NA
NWT,d1,1952-10-26,1952,10,300,airtemp_max,6,A,NA,NA
NWT,d1,1952-10-27,1952,10,301,airtemp_max,4,A,NA,NA
NWT,d1,1952-10-28,1952,10,302,airtemp_max,4,A,NA,NA
NWT,d1,1952-10-29,1952,10,303,airtemp_max,4,A,NA,NA
NWT,d1,1952-10-30,1952,10,304,airtemp_max,1,A,NA,NA
NWT,d1,1952-10-31,1952,10,305,airtemp_max,3,A,NA,NA
NWT,d1,1952-11-01,1952,11,306,airtemp_max,0,A,NA,NA
NWT,d1,1952-11-02,1952,11,307,airtemp_max,-4,A,NA,NA
NWT,d1,1952-11-03,1952,11,308,airtemp_max,-2,A,NA,NA
NWT,d1,1952-11-04,1952,11,309,airtemp_max,0,A,NA,NA
NWT,d1,1952-11-05,1952,11,310,airtemp_max,0,A,NA,NA
NWT,d1,1952-11-06,1952,11,311,airtemp_max,0,A,NA,NA
NWT,d1,1952-11-07,1952,11,312,airtemp_max,-1,A,NA,NA
NWT,d1,1952-11-08,1952,11,313,airtemp_max,-5,A,NA,NA
NWT,d1,1952-11-09,1952,11,314,airtemp_max,-9,A,NA,NA
NWT,d1,1952-11-10,1952,11,315,airtemp_max,-4,A,NA,NA
NWT,d1,1952-11-11,1952,11,316,airtemp_max,-1,A,NA,NA
NWT,d1,1952-11-12,1952,11,317,airtemp_max,-1,A,NA,NA
NWT,d1,1952-11-13,1952,11,318,airtemp_max,-5,A,NA,NA
NWT,d1,1952-11-14,1952,11,319,airtemp_max,0,A,NA,NA
NWT,d1,1952-11-15,1952,11,320,airtemp_max,-3,A,NA,NA
NWT,d1,1952-11-16,1952,11,321,airtemp_max,-7,A,NA,NA
NWT,d1,1952-11-17,1952,11,322,airtemp_max,-11,A,NA,NA
NWT,d1,1952-11-18,1952,11,323,airtemp_max,-11,A,NA,NA
NWT,d1,1952-11-19,1952,11,324,airtemp_max,-6,A,NA,NA
NWT,d1,1952-11-20,1952,11,325,airtemp_max,-2,A,NA,NA
NWT,d1,1952-11-21,1952,11,326,airtemp_max,-4,A,NA,NA
NWT,d1,1952-11-22,1952,11,327,airtemp_max,-13,A,NA,NA
NWT,d1,1952-11-23,1952,11,328,airtemp_max,-11,A,NA,NA
NWT,d1,1952-11-24,1952,11,329,airtemp_max,-13,A,NA,NA
NWT,d1,1952-11-25,1952,11,330,airtemp_max,-18,A,NA,NA
NWT,d1,1952-11-26,1952,11,331,airtemp_max,-24,A,NA,NA
NWT,d1,1952-11-27,1952,11,332,airtemp_max,-13,A,NA,NA
NWT,d1,1952-11-28,1952,11,333,airtemp_max,-18,A,NA,NA
