LTER_site,local_site,date,yr,mon,doy,met,sdl_temp,sdl_flag,sdl_qatemp,qa_flag,daysflat
NWT,sdl,1981-12-11,1981,12,345,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1981-12-12,1981,12,346,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1981-12-13,1981,12,347,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1981-12-14,1981,12,348,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1981-12-15,1981,12,349,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1981-12-16,1981,12,350,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1981-12-17,1981,12,351,airtemp_max,-18,NA,-18,NA,NA
NWT,sdl,1981-12-18,1981,12,352,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1981-12-19,1981,12,353,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1981-12-20,1981,12,354,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1981-12-21,1981,12,355,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1981-12-22,1981,12,356,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1981-12-23,1981,12,357,airtemp_max,-20,NA,-20,NA,NA
NWT,sdl,1981-12-24,1981,12,358,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1981-12-25,1981,12,359,airtemp_max,-16,NA,-16,NA,NA
NWT,sdl,1981-12-26,1981,12,360,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1981-12-27,1981,12,361,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1981-12-28,1981,12,362,airtemp_max,-15,1,-15,NA,NA
NWT,sdl,1981-12-29,1981,12,363,airtemp_max,-8,1,-8,NA,NA
NWT,sdl,1981-12-30,1981,12,364,airtemp_max,-8,1,-8,NA,NA
NWT,sdl,1981-12-31,1981,12,365,airtemp_max,-10,1,-10,NA,NA
NWT,sdl,1982-01-01,1982,1,1,airtemp_max,-10,1,-10,NA,NA
NWT,sdl,1982-01-02,1982,1,2,airtemp_max,-14,1,-14,NA,NA
NWT,sdl,1982-01-03,1982,1,3,airtemp_max,-19,1,-19,NA,NA
NWT,sdl,1982-01-04,1982,1,4,airtemp_max,-10,1,-10,NA,NA
NWT,sdl,1982-01-05,1982,1,5,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1982-01-06,1982,1,6,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1982-01-07,1982,1,7,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1982-01-08,1982,1,8,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1982-01-09,1982,1,9,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-01-10,1982,1,10,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1982-01-11,1982,1,11,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1982-01-12,1982,1,12,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1982-01-13,1982,1,13,airtemp_max,-16,NA,-16,NA,NA
NWT,sdl,1982-01-14,1982,1,14,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1982-01-15,1982,1,15,airtemp_max,-16,NA,-16,NA,NA
NWT,sdl,1982-01-16,1982,1,16,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1982-01-17,1982,1,17,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-01-18,1982,1,18,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-01-19,1982,1,19,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1982-01-20,1982,1,20,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1982-01-21,1982,1,21,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1982-01-22,1982,1,22,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1982-01-23,1982,1,23,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1982-01-24,1982,1,24,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-01-25,1982,1,25,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-01-26,1982,1,26,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1982-01-27,1982,1,27,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-01-28,1982,1,28,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-01-29,1982,1,29,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1982-01-30,1982,1,30,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1982-01-31,1982,1,31,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1982-02-01,1982,2,32,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1982-02-02,1982,2,33,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1982-02-03,1982,2,34,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1982-02-04,1982,2,35,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1982-02-05,1982,2,36,airtemp_max,-27,NA,-27,NA,NA
NWT,sdl,1982-02-06,1982,2,37,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1982-02-07,1982,2,38,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1982-02-08,1982,2,39,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1982-02-09,1982,2,40,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1982-02-10,1982,2,41,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1982-02-11,1982,2,42,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-02-12,1982,2,43,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1982-02-13,1982,2,44,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-02-14,1982,2,45,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-02-15,1982,2,46,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-02-16,1982,2,47,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-02-17,1982,2,48,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-02-18,1982,2,49,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-02-19,1982,2,50,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-02-20,1982,2,51,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1982-02-21,1982,2,52,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1982-02-22,1982,2,53,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1982-02-23,1982,2,54,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1982-02-24,1982,2,55,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1982-02-25,1982,2,56,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-02-26,1982,2,57,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-02-27,1982,2,58,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-02-28,1982,2,59,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-03-01,1982,3,60,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-03-02,1982,3,61,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-03-03,1982,3,62,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-03-04,1982,3,63,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1982-03-05,1982,3,64,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1982-03-06,1982,3,65,airtemp_max,-16,NA,-16,NA,NA
NWT,sdl,1982-03-07,1982,3,66,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1982-03-08,1982,3,67,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-03-09,1982,3,68,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-03-10,1982,3,69,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-03-11,1982,3,70,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-03-12,1982,3,71,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-03-13,1982,3,72,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-03-14,1982,3,73,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-03-15,1982,3,74,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-03-16,1982,3,75,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-03-17,1982,3,76,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1982-03-18,1982,3,77,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-03-19,1982,3,78,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-03-20,1982,3,79,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1982-03-21,1982,3,80,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1982-03-22,1982,3,81,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1982-03-23,1982,3,82,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1982-03-24,1982,3,83,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-03-25,1982,3,84,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-03-26,1982,3,85,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-03-27,1982,3,86,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-03-28,1982,3,87,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1982-03-29,1982,3,88,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-03-30,1982,3,89,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1982-03-31,1982,3,90,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-04-01,1982,4,91,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1982-04-02,1982,4,92,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-04-03,1982,4,93,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1982-04-04,1982,4,94,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-04-05,1982,4,95,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1982-04-06,1982,4,96,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-04-07,1982,4,97,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1982-04-08,1982,4,98,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1982-04-09,1982,4,99,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1982-04-10,1982,4,100,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1982-04-11,1982,4,101,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1982-04-12,1982,4,102,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1982-04-13,1982,4,103,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1982-04-14,1982,4,104,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1982-04-15,1982,4,105,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1982-04-16,1982,4,106,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1982-04-17,1982,4,107,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-04-18,1982,4,108,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-04-19,1982,4,109,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1982-04-20,1982,4,110,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1982-04-21,1982,4,111,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-04-22,1982,4,112,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-04-23,1982,4,113,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1982-04-24,1982,4,114,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1982-04-25,1982,4,115,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1982-04-26,1982,4,116,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-04-27,1982,4,117,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1982-04-28,1982,4,118,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-04-29,1982,4,119,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-04-30,1982,4,120,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-05-01,1982,5,121,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1982-05-02,1982,5,122,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1982-05-03,1982,5,123,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1982-05-04,1982,5,124,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1982-05-05,1982,5,125,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-05-06,1982,5,126,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1982-05-07,1982,5,127,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-05-08,1982,5,128,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1982-05-09,1982,5,129,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1982-05-10,1982,5,130,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1982-05-11,1982,5,131,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-05-12,1982,5,132,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1982-05-13,1982,5,133,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1982-05-14,1982,5,134,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1982-05-15,1982,5,135,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1982-05-16,1982,5,136,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1982-05-17,1982,5,137,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1982-05-18,1982,5,138,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1982-05-19,1982,5,139,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1982-05-20,1982,5,140,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-05-21,1982,5,141,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1982-05-22,1982,5,142,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1982-05-23,1982,5,143,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1982-05-24,1982,5,144,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1982-05-25,1982,5,145,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1982-05-26,1982,5,146,airtemp_max,4,NA,4,NA,NA
